类目id:11  类目名称:电脑硬件/显示器/电脑周边 
类目id:50015570  类目名称:住宅家具>家具辅料>海绵 
类目id:50015571  类目名称:住宅家具>家具辅料>玻璃 
类目id:50015572  类目名称:住宅家具>家具辅料>家具纸 
类目id:50015573  类目名称:住宅家具>家具辅料>布艺 
类目id:50015574  类目名称:住宅家具>家具辅料>皮革 
类目id:50015576  类目名称:住宅家具>家具辅料>亚克力 
类目id:50015582  类目名称:汽车/用品/配件/改装>汽车零配件>冷却系统>水箱保护网 
类目id:50015594  类目名称:汽车/用品/配件/改装>汽车零配件>供油系统>油泵 
类目id:50015596  类目名称:汽车/用品/配件/改装>汽车零配件>动力系统>气缸及部件 
类目id:50015597  类目名称:汽车/用品/配件/改装>汽车零配件>动力系统>皮带 
类目id:50015599  类目名称:汽车/用品/配件/改装>汽车零配件>冷却系统>水泵 
类目id:50015600  类目名称:汽车/用品/配件/改装>汽车零配件>冷却系统>风扇 
类目id:50015602  类目名称:汽车/用品/配件/改装>汽车零配件>供油系统>其他燃油供给配件 
类目id:50015604  类目名称:汽车/用品/配件/改装>汽车零配件>动力系统>涨紧轮 
类目id:50015608  类目名称:汽车/用品/配件/改装>汽车零配件>转向系统>方向拉杆部件 
类目id:50015609  类目名称:汽车/用品/配件/改装>汽车零配件>转向系统>方向助力泵 
类目id:50015610  类目名称:汽车/用品/配件/改装>汽车零配件>转向系统>方向机总成 
类目id:50015611  类目名称:汽车/用品/配件/改装>汽车零配件>悬挂系统>轴承 
类目id:50015614  类目名称:汽车/用品/配件/改装>汽车零配件>内饰系统>安全气囊/气囊电脑 
类目id:50015615  类目名称:汽车/用品/配件/改装>汽车零配件>冷却系统>冷凝器 
类目id:50015617  类目名称:汽车/用品/配件/改装>汽车零配件>点火系统>分电器 
类目id:50015618  类目名称:汽车/用品/配件/改装>汽车零配件>动力系统>启动马达 
类目id:50015620  类目名称:汽车/用品/配件/改装>汽车零配件>电气系统>发电机 
类目id:50015622  类目名称:汽车/用品/配件/改装>汽车零配件>制动系统>制动器总成 
类目id:50015623  类目名称:汽车/用品/配件/改装>汽车零配件>悬挂系统>差速器 
类目id:50015624  类目名称:汽车/用品/配件/改装>汽车零配件>变速箱系统>离合器总成 
类目id:50015626  类目名称:汽车/用品/配件/改装>汽车零配件>悬挂系统>半轴 
类目id:50015627  类目名称:汽车/用品/配件/改装>汽车零配件>电气系统>保险片 
类目id:50015629  类目名称:汽车/用品/配件/改装>汽车零配件>制动系统>刹车盘/刹车鼓 
类目id:50015638  类目名称:住宅家具>坐具类>坐具配件 
类目id:50015639  类目名称:住宅家具>桌类>桌子配件 
类目id:50015642  类目名称:住宅家具>柜类>柜子配件 
类目id:50015643  类目名称:住宅家具>坐具类>坐具配件>旋转件 
类目id:50015644  类目名称:住宅家具>坐具类>坐具配件>连接杆 
类目id:50015645  类目名称:基础建材>家用五金>家具五金>椅扶手 
类目id:50015646  类目名称:住宅家具>坐具类>坐具配件>椅脚 
类目id:50015647  类目名称:住宅家具>坐具类>坐具配件>其它椅子配件 
类目id:50015648  类目名称:住宅家具>桌类>桌子配件>线盒 
类目id:50015649  类目名称:住宅家具>桌类>桌子配件>塑胶封边条 
类目id:50015650  类目名称:住宅家具>桌类>桌子配件>其它桌子配件 
类目id:50015651  类目名称:住宅家具>床类>床架/床板 
类目id:50015652  类目名称:住宅家具>床类>床配件>床铰链 
类目id:50015653  类目名称:住宅家具>床类>床配件>床插 
类目id:50015654  类目名称:住宅家具>床类>床配件>其它床配件 
类目id:50015655  类目名称:住宅家具>沙发类>沙发配件及辅料>沙发脚 
类目id:50015656  类目名称:住宅家具>沙发类>沙发配件及辅料>泡钉 
类目id:50015657  类目名称:住宅家具>柜类>柜子配件>铰链(合页) 
类目id:50015658  类目名称:住宅家具>柜类>柜子配件>抽屉滑轨 
类目id:50015659  类目名称:住宅家具>柜类>柜子配件>移门路轨 
类目id:50015660  类目名称:住宅家具>柜类>柜子配件>液压秆 
类目id:50015661  类目名称:住宅家具>柜类>柜子配件>拉手 
类目id:50015662  类目名称:住宅家具>柜类>柜子配件>柜脚 
类目id:50015663  类目名称:住宅家具>柜类>柜子配件>衣管托 
类目id:50015664  类目名称:住宅家具>柜类>柜子配件>衣柜挂衣秆 
类目id:50015665  类目名称:住宅家具>柜类>柜子配件>防尘胶条 
类目id:50015666  类目名称:住宅家具>柜类>柜子配件>塑料孔塞盖 
类目id:50015667  类目名称:住宅家具>柜类>柜子配件>螺丝 
类目id:50015668  类目名称:住宅家具>柜类>柜子配件>轴承 
类目id:50015669  类目名称:住宅家具>柜类>柜子配件>衣钩 
类目id:50015670  类目名称:住宅家具>柜类>柜子配件>其它柜子配件 
类目id:50015671  类目名称:住宅家具>家具辅料>其它家具配件 
类目id:50015682  类目名称:宠物/宠物食品及用品>宠物服饰及配件>生理裤 
类目id:50015684  类目名称:宠物/宠物食品及用品>猫/狗玩具>丝瓜络玩具 
类目id:50015685  类目名称:宠物/宠物食品及用品>猫/狗玩具>套装玩具 
类目id:50015699  类目名称:宠物/宠物食品及用品>水族世界>螺 
类目id:50015700  类目名称:宠物/宠物食品及用品>水族世界>蟹 
类目id:50015701  类目名称:宠物/宠物食品及用品>动物药品及药剂>水族药品药剂 
类目id:50015703  类目名称:宠物/宠物食品及用品>水族世界>观赏虾蟹等饲料 
类目id:50015704  类目名称:宠物/宠物食品及用品>兔类及其用品>兔 
类目id:50015709  类目名称:尿片/洗护/喂哺/推车床>布尿裤/尿垫>隔尿床垫 
类目id:50015710  类目名称:宠物/宠物食品及用品>仓鼠类及其它小宠>仓鼠 
类目id:50015711  类目名称:宠物/宠物食品及用品>仓鼠类及其它小宠>龙猫 
类目id:50015713  类目名称:宠物/宠物食品及用品>仓鼠类及其它小宠>飞鼠 
类目id:50015715  类目名称:宠物/宠物食品及用品>仓鼠类及其它小宠>豚鼠 
类目id:50015716  类目名称:宠物/宠物食品及用品>仓鼠类及其它小宠>香猪 
类目id:50015717  类目名称:宠物/宠物食品及用品>仓鼠类及其它小宠>饲料/零食 
类目id:50015720  类目名称:宠物/宠物食品及用品>马类及其用品>马鞍 
类目id:50015721  类目名称:宠物/宠物食品及用品>马类及其用品>马口衔/马嚼子 
类目id:50015722  类目名称:宠物/宠物食品及用品>马类及其用品>马刺 
类目id:50015723  类目名称:宠物/宠物食品及用品>马类及其用品>马笼套 
类目id:50015724  类目名称:宠物/宠物食品及用品>马类及其用品>马蹄挫 
类目id:50015725  类目名称:宠物/宠物食品及用品>马类及其用品>马饲料 
类目id:50015733  类目名称:住宅家具>柜类>角柜 
类目id:50015734  类目名称:住宅家具>柜类>门厅/玄关柜 
类目id:50015735  类目名称:商业/办公家具>超市家具>行李柜 
类目id:50015738  类目名称:商业/办公家具>校园教学家具>实验柜 
类目id:50015739  类目名称:住宅家具>柜类>药柜 
类目id:50015740  类目名称:住宅家具>柜类>斗柜 
类目id:50015743  类目名称:户外/登山/野营/旅行用品>刀具/多用工具>野营旅行小配件 
类目id:50015744  类目名称:住宅家具>柜类>衣柜 
类目id:50015745  类目名称:住宅家具>架类>组合衣架 
类目id:50015746  类目名称:全屋定制>整体衣柜>走入式衣柜 
类目id:50015750  类目名称:户外/登山/野营/旅行用品>通讯/导航/户外表类>其他表类 
类目id:50015752  类目名称:购物提货券>食品提货券>大闸蟹券 
类目id:50015753  类目名称:购物提货券>面包/月饼/蛋糕>月饼 
类目id:50015754  类目名称:购物提货券>面包/月饼/蛋糕>西点/面包/蛋糕 
类目id:50015755  类目名称:餐饮美食>甜品/冰淇淋/咖啡/冷饮>冰淇淋 
类目id:50015756  类目名称:餐饮美食>快餐/小吃/西式快餐>西式快餐 
类目id:50015757  类目名称:餐饮美食>自助餐 
类目id:50015758  类目名称:餐饮美食>西餐 
类目id:50015759  类目名称:餐饮美食>中餐/地方菜系 
类目id:50015761  类目名称:餐饮美食>甜品/冰淇淋/咖啡/冷饮>咖啡 
类目id:50015762  类目名称:餐饮美食>茶楼/茶馆 
类目id:50015763  类目名称:购物提货券>食品提货券>酒水/饮料/饮用水券 
类目id:50015764  类目名称:购物提货券>食品提货券>水果提货券 
类目id:50015765  类目名称:购物提货券>食品提货券>海鲜/水产提货券 
类目id:50015766  类目名称:购物提货券>食品提货券>干货炒货提货券 
类目id:50015769  类目名称:购物提货券>食品提货券>蔬菜/年夜饭/熟食/半成品券 
类目id:50015770  类目名称:购物提货券>食品提货券>其他食品提货券 
类目id:50015771  类目名称:住宅家具>成套家具 
类目id:50015774  类目名称:住宅家具>成套家具>客厅成套家具 
类目id:50015775  类目名称:住宅家具>成套家具>餐厅成套家具 
类目id:50015776  类目名称:住宅家具>成套家具>卧室成套家具 
类目id:50015777  类目名称:住宅家具>成套家具>书房成套家具 
类目id:50015778  类目名称:住宅家具>成套家具>门厅成套家具 
类目id:50015779  类目名称:全屋定制>整体衣柜>整体衣帽间 
类目id:50015783  类目名称:住宅家具>成套家具>客厅成套家具>茶几+电视柜 
类目id:50015784  类目名称:住宅家具>成套家具>客厅成套家具>沙发+茶几+电视柜 
类目id:50015785  类目名称:住宅家具>成套家具>客厅成套家具>沙发+茶几+电视柜+角几 
类目id:50015786  类目名称:住宅家具>成套家具>客厅成套家具>沙发+角几 
类目id:50015788  类目名称:住宅家具>成套家具>餐厅成套家具>餐桌椅+餐边柜 
类目id:50015789  类目名称:住宅家具>成套家具>餐厅成套家具>餐桌椅+酒柜 
类目id:50015790  类目名称:住宅家具>成套家具>餐厅成套家具>餐桌椅+餐车 
类目id:50015791  类目名称:住宅家具>成套家具>餐厅成套家具>餐桌椅+餐边柜+酒柜 
类目id:50015792  类目名称:住宅家具>成套家具>餐厅成套家具>餐桌椅+酒柜+餐车 
类目id:50015793  类目名称:住宅家具>成套家具>餐厅成套家具>餐桌椅+餐边柜+餐车 
类目id:50015794  类目名称:住宅家具>成套家具>餐厅成套家具>餐桌椅+餐边柜+酒柜+餐车 
类目id:50015795  类目名称:住宅家具>成套家具>餐厅成套家具>餐边柜+酒架 
类目id:50015796  类目名称:住宅家具>成套家具>餐厅成套家具>餐桌椅+酒架 
类目id:50015798  类目名称:住宅家具>成套家具>卧室成套家具>单人床+床头柜 
类目id:50015799  类目名称:住宅家具>成套家具>卧室成套家具>双层床+写字桌 
类目id:50015800  类目名称:住宅家具>成套家具>卧室成套家具>双人床+床头柜+衣柜 
类目id:50015801  类目名称:住宅家具>成套家具>卧室成套家具>单人床+床头柜+衣柜 
类目id:50015802  类目名称:住宅家具>成套家具>卧室成套家具>双层床+写字桌+衣柜 
类目id:50015803  类目名称:住宅家具>成套家具>卧室成套家具>双人床+床头柜+梳妆台 
类目id:50015804  类目名称:住宅家具>成套家具>卧室成套家具>单人床+床头柜+梳妆台 
类目id:50015805  类目名称:住宅家具>成套家具>卧室成套家具>双人床+床头柜+梳妆台+衣柜 
类目id:50015806  类目名称:住宅家具>成套家具>卧室成套家具>单人床+床头柜+梳妆台+衣柜 
类目id:50015809  类目名称:住宅家具>成套家具>书房成套家具>书桌椅+书柜 
类目id:50015810  类目名称:住宅家具>成套家具>书房成套家具>书桌椅+书柜+休闲沙发 
类目id:50015811  类目名称:住宅家具>成套家具>门厅成套家具>玄关台+门厅柜+衣帽架 
类目id:50015812  类目名称:住宅家具>成套家具>门厅成套家具>门厅柜+鞋柜 
类目id:50015813  类目名称:住宅家具>成套家具>门厅成套家具>隔断+ 鞋柜 
类目id:50015816  类目名称:住宅家具>几类 
类目id:50015821  类目名称:住宅家具>桌类>琴桌 
类目id:50015822  类目名称:住宅家具>桌类>棋桌 
类目id:50015825  类目名称:住宅家具>床类>婴儿床 
类目id:50015827  类目名称:住宅家具>床类>儿童床 
类目id:50015834  类目名称:住宅家具>桌类>儿童学习桌 
类目id:50015835  类目名称:住宅家具>坐具类>椅类>儿童椅 
类目id:50015836  类目名称:住宅家具>坐具类>凳类>儿童凳 
类目id:50015837  类目名称:住宅家具>沙发类>儿童沙发 
类目id:50015842  类目名称:住宅家具>架类>画架 
类目id:50015847  类目名称:住宅家具>几类>角几/边几 
类目id:50015853  类目名称:汽车/用品/配件/改装>汽车零配件>电气系统>整流器 
类目id:50015860  类目名称:汽车/用品/配件/改装>车用清洗用品/清洗工具>车刷 
类目id:50015864  类目名称:汽车/用品/配件/改装>汽车美容/保养/维修>汽车维修/工具>安全锤工具 
类目id:50015875  类目名称:汽车/用品/配件/改装>汽车用品/内饰品>驾车个人用品>车用挂钩 
类目id:50015876  类目名称:汽车/用品/配件/改装>汽车用品/内饰品>遮阳挡 
类目id:50015877  类目名称:汽车/用品/配件/改装>车用清洗用品/清洗工具>汽车清洗手套 
